CustomerID,Churn,Tenure,Gender,AppTime,Complain,OrderIncrease,OrderCount,InactiveDays,CashbackAmount,Summary,Text,Sentiment_Score
50021,1,0.0,Male,3.0,1,18.0,7.0,7.0,161.72,The Best Supplement EVER!!!,"When I read one of the reviews that stated that this supplement changed their life, I was immediately excited because this supplement has changed my life as well!  I started taking this supplement as a part of my diet plan (Ideal Protein).  I took it to help me with bowel movements.  Lucky for me, not only did it improve my bowel movements, it fixed my insomnia problem.  I had insomnia and could not fall into deep sleep for years.  Within 2 weeks of taking this supplement, I was sleeping like a new born baby!  In addition, I became more relaxed and my anxiety completely disappeared!!  It did not stop there...my menstrual cycle is regular now and I no longer have muscle twitches.  TOTALLY CHANGED MY LIFE!<br /><br />I was soo excited about the improvement in the quality of my life, so I quickly spread the news to all my family and friends.  I worked like wonders for all of my family members.  The results from my friends was a mixed bag.  I think that for the people that have a true magnesium deficiency, this is a miracle supplement.  For those that may not have a true magnesium deficiency, this may not be the magic bullet for them.  I hope that this review was helpful.  I was compelled to spread the word about this supplement because it has truly changed my life!!!",0.93
50022,1,20.0,Female,3.0,0,12.0,15.0,6.0,203.12,"Tastes like Frosted Flakes, stays crisp!","It is kinda weird writing reviews about food products, because, well, most people have different tastes.<br />That being said, I tore open the box, poured a bowl, and enjoyed what I tasted. If your a frosted flakes fan,<br />try these out to see if they are comparable. They stayed crispy in the milk, and had a nice crunch to them.",0.48
50023,1,10.0,Male,2.0,1,19.0,1.0,0.0,116.75,$$$,"The product was over priced. You can buy it at a number of discount stores at a better price. And they are over priced.<br />If you do the math, it cost over $10 a pound.",-0.55
50024,1,0.0,Female,3.0,1,11.0,2.0,2.0,145.59,Great vanilla taste!,"Packaging is easy to open and the aroma of the grounds makes one excited about brewing a pot. Smooth and very little bitterness, this is a very nice flavored coffee. Usually I drink <a href=""http://www.amazon.com/gp/product/B002TN49F8"">Melitta Cafe Collection Parisian Vanilla Ground Coffee, 11-Ounce Bags (Pack of 3)</a> but if I ran out I would be more than happy to serve this to myself and any guests. Makes a great stocking stuffer at Xmas for the coffee lover as well.",0.98
50025,1,14.0,Male,2.0,0,15.0,1.0,3.0,206.5,Cheddar,42 dollars for 2 lbs of cheese ? Sounds like a wonderful deal ! I'll take 2 !,0.98
50026,1,0.0,Female,2.0,0,22.0,1.0,4.0,142.0,A little disappointed,This tea is great. I do not consider it the best though.  Actually this Chai is too expensive and will never be as good as NUMI Golden Chai or Seven Spice Chai.,-0.5
50027,0,8.0,Male,3.0,0,13.0,1.0,6.0,172.95,Delicious and simple,My family really enjoys this tea. There's no added junk and it's not overly sweet. This is probably my favorite bottled tea beverage.,0.99
50028,0,10.0,Male,2.0,1,20.0,4.0,5.0,123.06,Ewwwww...,"I bought a case of this and was thoroughly disappointed. My son and I love Thai soups, but this was incredibly bland. We tried to spice it up, but it would have been better just to start from scratch. The best Thai soup we have found is coconut ginger soup from a Taste of Thai - it's incredible and much better than this. We had four cans of the case and that was all we could stand.",0.35
50029,0,18.0,Male,2.0,0,18.0,1.0,15.0,123.48,Review,This product came sooner than was estimated and was exactly what I needed for my wedding reception.,0.95
50030,0,5.0,Female,2.0,0,14.0,3.0,7.0,189.98,Ok Cat Food for Your Cats,"I think it might be good cat food but my cats didn't love it.  There was always left over food I had to get rid of.  I won't buy this product again.  Maybe it was the flavors, my cats like seafood better.",-0.72
50031,0,2.0,Male,2.0,0,13.0,1.0,9.0,143.19,Very Smooth Not Acidic,"I used to do the subscribe and save with the Timothy's World Kona, but due to the fact that the price on Timothy's jumped so high, I went to Wolfgang Puck Breakfast in Bed.  Pleasantly surprised, and I must say that I like this one much better than the Kona!  It seems much more smoother, but the taste still retains a nice warm mellow-bold flavor.  Great way to start the day!  Oh, and I love the name of this coffee ;)",0.98
50032,0,0.0,Male,2.0,0,17.0,1.0,0.0,161.32,The BEST Red Wine Vinegar.,"This is the BEST Red Wine Vinegar we have ever tried.  At our local Whole Foods it is only $5.99, which is much cheaper than the online prices since there is no shipping when you drive to the store...LOL  The only ingredient on my bottle at home is ""Red Wine.  Contains naturally occurring sulfites"" Acidity 7%.  We make a dressing from 1 part Fini Red Wine Vinegar with 2 parts of Good quality Greek Extra Virgin Olive Oil (we are currently using Tasso), add a small amount of Agave sweetener, salt and pepper to taste.  It is delicious, especially on heirloom tomato and cucumber salad.",0.95
50033,0,30.0,Female,3.0,1,20.0,1.0,0.0,133.46,"Fits a need,  but not enough","I made the mistake of having Mama Lupe's before these. I was not impressed, they fell apart easily, did not taste like anything. I was very disappointed.",-0.97
50034,0,13.0,Male,3.0,0,11.0,2.0,11.0,208.55,Good but overpriced,"Today I was very close to buy this product, but when I went to the supermarkaet I stopped by Petsmart. I noticed the same product cheaper. I bought it at $11.99 plus tax. This product is amazing. My puppy like it a lot. I need to take care about the quantity she eats because if I let the plate full, she will eat all day long.",0.97
50035,0,10.0,Female,3.0,0,18.0,1.0,2.0,122.31,Very good hot Cocoa,I ordered this as the price was certainly right (6 1lb cans for less than $30) and the reviews were good.<br /><br />This is certainly a step up in the hot cocoa market. Better than just about anything you can find in the supermarket. I certainly prefer hot chocolate - but it can be time-consuming to make and it's tough to heat milk and melt chocolate at work or in class.<br /><br />This is the perfect compromise for when you want that chocolate drink and aren't in a position to 'do it right'.<br /><br />Very good taste and dissolves well. I always use a little more than it says on the can - with some cocoa that means it won't all dissolve - this is not a problem here.<br /><br />Certainly recommended.,0.91
50036,0,0.0,Male,3.0,0,24.0,2.0,2.0,123.23,Our big dogs love it!,"Our German Shepherd and Golden Retriever love Mighty Dog.<br />I served it to my other German Shepherd for 13 years and<br />for several years for the Shepherd before her. I don't<br />think you can go wrong with this product, they really<br />love the pulled beef and pulled pork too! Would recommend.",0.98
50037,0,10.0,Male,2.0,0,18.0,2.0,2.0,120.24,missing cookies,packer apparently poked through the cellophane pkging and took a bag of cookies... no one ever sent me another<br /><br />poor customer service,-0.93
50038,0,1.0,Male,3.0,0,11.0,1.0,2.0,127.13,"Wow, can't get by without it now",I bought this online from a gourmet vendor thinking it was regular sea salt and had intended to return it.  Now I can't get by without it.<br /><br />It is great with so many different things I cook.  I decided to try it a couple of months ago on a plain hard boiled egg instead of just a sprinkle of salt.  Now I have to have Sarah's Sea Salt on my eggs.  It is just so boring without it.  I will be buying it again and again and again.  I am almost afraid to try the other flavors for fear my whole cupboard will fill up with the jars.,0.37
50039,0,30.0,Male,2.0,1,16.0,1.0,4.0,194.39,For Serious Hot Chocolate Lovers,"I like hot chocolate and I drink a lot of it.  Naturally, I have experimented with many different hot chocolate mixes, including the big national brands.  Lake Champlain hot chocolate is my favorite. The Organic and the Old World are very good, but Traditional is my absolute favorite and I used to make special trips to out of the way stores just to get it. The Aztec is an interesting spicy change of pace. Sometimes when supplies run out I have had to make do with other brands and you can just tell the difference if like a really chocolaty taste. I am glad that Amazon is finally stocking it.  Try it and compare.  Try it for baking your favorite chocolate desserts.  Their chocolate bars are very good as well.<a href=""http://www.amazon.com/gp/product/B003SNYFAM"">Lake Champlain Hot Chocolate Mixes</a>",0.97
50040,0,0.0,Male,3.0,1,15.0,1.0,1.0,125.66,"Lightly Salted, Heavily Delicious!","These are the best potato chips that money can buy.  There is just enough salt to taste it, but not so much that it masks the lingering potatoey awesomeness after you've wolfed down a bag of these beauties.  Each chip has the perfect thickness - my teeth get excited every time I put one in my mouth!  Everything about these chips is so perfect, it's like they were made by God and delivered by Gabriel himself.  Now that I know Amazon carries these, I don't even have to leave my house to buy them!  I may never eat anything else again!",0.98
50041,0,23.0,Female,2.0,0,16.0,4.0,4.0,299.26,yucky,this was so not worth the buy. I think they had a horrible after taste and just didn't like them at all.,-0.98
50042,0,14.0,Male,2.0,0,12.0,1.0,8.0,124.51,GREAT,Our australian shepard puppies love these! and they are the perfect size for training and to put in their treat balls.,0.99
50043,0,3.0,Female,2.0,0,12.0,7.0,4.0,194.19,"Good oats, bad containers","These oats are fine and the price is quite competitive.  The container is rather flimsy and did not stand up well to forces of shipping.<br /><br />You can submit a shipping rating; however, there is no opportunity to tell exactly what the problem was.  The six containers were in a box which were put in a larger box with other items.  There was not much packing in the larger box.  The oatmeal containers were bent and one of the protective seals was actually broken.",-0.56
50044,0,11.0,Female,2.0,0,22.0,1.0,1.0,186.86,"Nutritional value is ""meh,"" but my kid loves these things","Like the title of my review says, these little puffs aren't much different from run-of-the-mill Cheerios in terms of their healthiness--though they are somewhat better--but our little man (15 months old as of this date) absolutely loves them.  They are pretty unsubstantial, so he can snack away on them without fear of ruining his dinner appetite.  Other things that I like:<br /><br />  1) They're organic.  I don't know how many pesticide molecules are finding their way into a box of Cheerios, but my guess is not many!  Still, I like that these are organic.  Every little bit helps, right?<br /><br />  2) They dissolve very quickly so there's never any fear of choking no matter how many he stuffs in at once.<br /><br />  3) The container is more convenient that a box of cereal.<br /><br />  4) Like I said before, my son really enjoys these.<br /><br />In terms of health value, I find them to be similar to Cheerios.  If you adjust for the weight or volume differences, comparing the nutritional information shows that the Cheerios have more vitamins and fiber, but also more sugar and sodium.  Though none of these amounts are really significant concerns to me. For example, a half cup of Cheerios has .7g of Sugar while the HB Puffs have 0.<br /><br />Now for the one negative--the real kicker--and the reason why I am giving this very good product just 4 stars.  Purchasing these from Amazon (6-pack, as of July 20, 2011) will cost you about $1.47/ounce.  Purchasing a 14oz box of Cheerios from Amazon on the other hand is just 21 cents/oz.  The HB Organic puffs are 7X more expensive! (And of course, getting a 19lb box at Costco changes the equation further). But unless you're giving your kid a ton of these, or you're feeding multiple kids, the price difference probably isn't a deal breaker.<br /><br />In conclusion, I'd try them both and see which your little sprout goes for.  Can't really go wrong in either case.",0.92
50045,0,5.0,Male,3.0,0,20.0,1.0,4.0,130.38,Good Buy,"I purchased this product because it is not available in stores. The only one you can get is ovaltine and it has a chocolate flavor, not like the origional product. Why stores do not carry Carnation when it is available I have no idea. the origional is like I had when I was a kid and Im now 73 and still enjoy it once in a while in my glass of milk. Will purchas this product again when I run out. Thank you Amazon for selling it. Joseph Annis, New Hampshire",0.5
50046,0,0.0,Male,3.0,1,16.0,1.0,1.0,130.58,Well Made,"I like these casing a lot.  I used to use larger ones that held 3 lbs of meat, but prefer these smaller ones because they fit slightly less than a pound each and you can experiment with smaller amounts of sausage at a time.  Made 20 sausages at this point, with only one casing ever breaking on me (though I admit I may have stuffed it too tightly). I'll definitely buy again.",0.92
50047,1,0.0,Female,3.0,0,21.0,1.0,0.0,123.25,Canidae and Felidae,"Pretty scary reading some of these reviews. I learned about the switch to new formulas from Canidae quite a while back but stuck with it. I have a German Shepard and a cat and both went through the switch just fine. What baffles me is how there can be so many great experiences listed here and then see those bad ones. I wonder if some of these innocent little dogs didn't have something else going on instead of getting bad food. Maybe it just doesn't work the same for everyone's dog. Anyway, my kids are very active for their age and doing great on Canidae and Felidae. It seems to be the best combination of high-quality ingredients and reasonable price out there. I'm a big fan and receommend both to anyone. In fact, my cat loves the new formula even more than the old. She's getting a little fat.  :-)",-0.77
50048,0,10.0,Male,1.0,0,12.0,7.0,2.0,120.88,Health-i-est Salt,"Reviews are about the PRODUCT, why does Amazon allow people to base their biased opinons on cost or shipping or customer service. Can't these people read? I use this sea salt, the blue canister. I quit using refined table salt & sodium chloride because I have high BP. First, I researched online ""sea salt healing properties"", then I bought this sea salt, then I used this sea salt, and I continue to use this sea salt; therefore, my opinion is based upon this PRODUCT, not cost...duh! 5 stars!",0.42
50049,0,3.0,Male,3.0,0,11.0,6.0,10.0,130.72,Weird.... Why so much Amazon? These are GOOD treats and you should SELL them correctly!,"These treats are my dogs favorites, its like stink bait for a fish! Too bad Amazon sells them for $11 when you can get them for a buck at the dollar store! Duh Amazon! They are great for my 8 lb dog and the ingreidients are good, made in USA so I feel they are safe and I wont have to read about it killing our pets on the news someday. And you dont have to spend a lot of cash for these! The best product I have found over the years.",0.92
50050,0,18.0,Female,1.0,1,11.0,1.0,3.0,150.06,cocoa,"great purchase.  I live alone, and am the only one drinking this... wish that i could have bought it in a small size package.  Hopefully I will go through it all before the expiration date.  It is wonderful to know that you can have a ""zero"" point weight watchers snack in the evening.... It felt like having dessert without the guilt.  It mixes well, and was creamy and chocolately.  I would recommend to all!!",0.98
50051,0,29.0,Female,3.0,1,18.0,2.0,2.0,142.57,pet food review,food was delivered on time and was as expected.  Basically it was slightly less expensive than shopping at a store and that is the reason I bought it on line.,0.86
50052,0,6.0,Male,2.0,0,14.0,1.0,2.0,125.0,Very Smooth Coffee - Highly Recommended!,"Caribou Coffee ""Caribou Blend"" K-Cups make a very good cup of coffee in my <a href=""http://www.amazon.com/gp/product/B000AQPMHA"">Keurig B-40 B40 Elite Gourmet Single-Cup Home-Brewing System</a>. This is a very smooth tasting brew that my wife prefers over the <a href=""http://www.amazon.com/gp/product/B0029XDZIK"">Coffee People, Donut Shop K-Cups for Keurig Brewers (Pack of 50) [Amazon Frustration-Free Packaging</a>] I generally drink in the morning.<br /><br />Highly Recommended!<br /><br />CFH",0.96
50053,1,0.0,Male,2.0,0,22.0,1.0,0.0,111.02,My picky eater old kitty loves this stuff!,"I have a 17 yr old cat who needs special food for her old lady kidney-- she runs and eats all of this food whenever I put it out. It's pretty expensive, the cans really aren't that big, but if she's happy, I'm happy. There's definitely something about the morsels that makes this more appealing than the pate style food. My cat likes this much more than hi-tor.",0.87
50054,0,19.0,Female,3.0,0,25.0,15.0,7.0,204.53,Nothing else like it,"Just seeing the jar on the table as one settles down to a traditional South African lamb curry with a dollop of Mrs. Ball's is enough to put you mentally right down in Durban or Jo'burg.  Somebody told me they'd changed the recipe, but it tastes original to me.",0.57
50055,0,10.0,Female,3.0,0,12.0,2.0,1.0,122.88,how you doin!,"They are some of the best tomatoes out there,nice and sweet not bitter,less seeds too,being italian there the san marzano tomatoes out there.",0.98
50056,0,4.0,Female,3.0,1,23.0,1.0,2.0,139.29,we love this pasta,"This is a true whole wheat product and the taste is very good, I use this all the time, it is a little pricey but some of the other whole grain pastas just don't taste good. It has a nice texture too, I also use the spaghetti which is very good.",0.96
50057,0,10.0,Female,3.0,0,15.0,1.0,2.0,123.11,Subtle tea,"I enjoy the subtle, delicate taste of blueberry in this white tea. It has become my favorite. I know it's better for my health than coffee, and it leaves me feeling serene and cared for.",0.99
50058,1,4.0,Female,3.0,1,22.0,1.0,2.0,131.4,One of the best damn seasoning out there,This stuff is good with almost anything. My bagel shop uses this seasoning on our tuna melts and cream cheese melts. Let's just say people don't get sick of it. It is verrrryyy flavorful and must be tried at least once in life!,0.97
50059,0,23.0,Male,2.0,0,15.0,1.0,2.0,136.9,My favorite K-Cups,"I use all sorts of K-Cups, but this breakfast blend is definately my Go-To blend!! It is perfect - not too light, not too dark. I highly recommend this, as the price for the 50-count box is pretty good!!",0.99
50060,0,26.0,Female,2.0,0,11.0,1.0,3.0,144.5,addicted,have become addicted to this particular flavor - it's what gets me out of bed in the morning.,0.95
50061,0,6.0,Female,3.0,0,13.0,1.0,6.0,127.56,just like what my grandpa bought for me when I was a kid,Just what was looking for! Now keep a pack in my desk for when I play my video games. They have less sugar in the a single pack then one serving of coke.<br />Will buy more soon!!!,0.76
50062,0,13.0,Female,2.0,0,14.0,9.0,9.0,290.33,MMMM MMMM MMMM GOOD!,"Ritz has nothing over these delicious crackers.  My favorite snack is these 'snackers' lightly smeared with natural butter (I know, I know)  Sometimes I have them plain, sometimes with peanut butter.  Great for appetizers (try a thin slice of cucumber, sprinkled with coarse ground black pepper corns).  Kids love them with lemon curd or fruit preserves.  Try them, they really are delicious!",0.99
50063,0,28.0,Male,3.0,0,11.0,2.0,15.0,287.22,"Great source of fiber and protein--but TASTES great, too!","I used to regularly eat pretzels as snacks or part of my lunches for work.  Although I never really followed along with the low carb diet craze, I did become concerned that pretzels weren't providing me with any nutrition other than carbohydrates, so I gradually stopped buying them.<br /><br />Then someone told me about Newman Hi-Protein Pretzels.  Each generous serving size (18 pretzels) is just 120 calories, but you get 5 grams of protein and 4 grams of fiber, with only 1.5 grams fat!  That's better than what you might get from a lot of yogurts that are on the market today.  Furthermore, like all Newman products, these pretzels are made with all-natural ingredients, including what flour,n pea flour, sunflower oil, and salt.  And finally, they taste great!  I truly cannot taste any difference between these pretzels and others--well, if anything, these are better. :)<br /><br />If you are looking for a delicious snack that is nutritious, too, I highly recommend Newman's Hi-Protein Pretzels.",0.42
50064,0,7.0,Male,2.0,0,17.0,1.0,9.0,195.47,Instant (Almost) Mojito,"Mojitos have become all the rage in mixed drinks over the past several year, especially here in S. Florida. This instant mix takes most of what is great about this drink and distills it into an instant mix. One package makes enough drinks to serve a number of guests. It is a bit much for one or two people and I think it would be nice to have the option for single serving.<br /><br />The mix itself is surprisingly drinkable. I'm not a big fan of artificial drink mixes, but they got this one right. It still has a detectable artificial aftertaste, but it for the most part it is quite an enjoyable mix. You can mix it as per the directions, or add a bit of rum to the mix for a quick cocktail. Either way, Crystal Light's Moctail Mojitos mix is a better instant mix than one might otherwise hope for.<br /><br />~ Kort",0.74
50065,0,24.0,Female,3.0,0,18.0,3.0,0.0,237.34,Believe the hype,"On this particular flavor: I find this is the best when chilled or at room temp, with Lemon Lime as a second.  I keep these in my desk at home and at work.<br /><br />I've been a fan of 5 Hour Energy for a few years now, and it certainly works.  I have noticed there are particular times when the coffee buzz is more preferred than 5 Hour, but basically, I use it like so: Before noon, I'll use coffee.  When that afternoon/post lunch slump comes on, this is the perfect time for HALF of a 5 hour energy.  It's enough to keep you awake.  If you really need to get up and go, drink half, and then an hour later, drink the other half.  Of course, YMMV, but I've converted a few of my co-workers to using this method.",0.95
50066,0,25.0,Male,3.0,0,16.0,11.0,9.0,299.99,wonderful!!!,"Amazing gluten free crust!  I had made this for a friend who also has celiac disease, making him the main pizza and me a little mini one, (just big enough for one pepperoni) to try just in case it tasted like so many gluten free mixes-awful-but this tastes like 'real' pizza-if I didn't have self control, poor guy would never have had a pizza to eat!!!  It was delicious, and had a delightful rise and acted like normal wheat dough-I could roll it out and not get sticky.  I am now a maniac for manioc (ha ha!), but truly, a wonderful mix-I went out and tried all the chebe mixes-they're affordable and delicious.  (I've only been gluten free for a few months-not long enough to have forgotten what 'normal' food tastes like and still haven't learned to settle for anything less than the taste and texture I remember from my yummy gluten-filled days.  Well, thanks to the Lord for creating manioc, and to Chebe for  boxing it up for me, I don't have to settle!!!<br />Try this-you won't be disappointed!  Then go buy the cinnamon rolls for desert or breakfast the next morning-again, yum!!!",0.92
50067,0,10.0,Female,2.0,0,16.0,1.0,3.0,122.79,Great taste and convenient,"This has a great rich taste. Remember this is ground whole leaf, so the tea is stronger than you may expect.  Not overly sweet and dissolves readily.  I use it during workouts mixed with ice water in a Polar bottle.",0.94
50068,1,0.0,Male,2.0,1,13.0,1.0,1.0,159.16,Does the Job and Does it Well,"I create language teaching materials for a living on both PCs and Macs. Not only do I care about the sound quality of audio recordings for voice, but I record a lot of music as well. For work I that I do at home, I bought the Blue Microphones Icicle to use with high quality condenser mics. Before buying I read lots of reviews here and some others online.<br /><br />When the Icicle arrived, it worked fine right of the bat. Since then I have recorded hours and hours of audio on it, using both PCs and Macs. Not once have I had any problems with the product.",0.8
50069,0,10.0,Male,2.0,0,14.0,2.0,2.0,120.89,Great BUT miss the lime :(,"I use to eat these as a kid 15-20 years ago I would go the store and pick out all the white ones in the bin they were my favorite. I read the reviews about them not having Lime, now it had been years I didn't remember what flavor white was just remembered it was my favorite. I assumed this lime other's said was missing would be green so I was so sad when I got my bag of candy and there was no white gems in it :( Why oh why did you take the Lime away? Pretty please bring them back or make a bag of just white I would buy it! These are great and I do LIKE them but would LOVE them if they had lime.",-0.62
50070,0,18.0,Male,3.0,0,23.0,11.0,8.0,267.92,Perfect Coffee for a Weekend!,"This coffee is so tasty.  The medium roast allows the pure coffee flavor to come through.  Even though it is pricy, it will still last us about five weekends of coffee, and that is a bargain!  Makes it a pleasure to get out of bed...",0.99
50071,0,10.0,Male,3.0,1,12.0,1.0,7.0,135.64,Good stuff,"I grew up on the stuff!  Always liked it; still do. Less fat and very good flavor.  Beats Cool Whip, but not the convenience.",0.92
50072,0,8.0,Female,2.0,0,11.0,1.0,2.0,144.25,My cat is CRAZY for this stuff..,My cat loves tuna flakes as her treat... Really have had a hard time finding them at my local pet stores... Amazon came to the rescue... This was a huge bag and a great savings... I will purchase again.,0.97
50073,0,15.0,Female,2.0,0,16.0,1.0,2.0,152.65,Great!,I got this product at a timely manner and it was exactly what i thought it would be. The product was not damaged and it was exactly what I paid for.,0.9
50074,0,11.0,Male,2.0,0,14.0,1.0,0.0,165.53,"When I taste Lavazza, I am back in Italy!!","After returning from Italy a few years ago, where my husband and I fell in love with the Lavazza espresso served in the cafes, we Googled ""Lavazza Crema e Gusto"" and found it on Amazon.  We have been ordering it ever since.  Bold, smooth, rich, abundant crema.....pure Italy!!",0.98
50075,0,11.0,Male,2.0,0,18.0,1.0,7.0,162.61,Meh,"They were pretty, but didn't last very long. Was a nice gift to receive, but wish they would have at least seen a week.",0.86
50076,0,0.0,Male,2.0,0,19.0,2.0,0.0,142.98,flax hulls,This is a product that I read about and was glad I was able to find it on Amazon. Thanks,0.99
50077,0,22.0,Male,3.0,1,15.0,1.0,7.0,168.04,Husband Loves,"My husband mentioned he wanted raspberry syrup and I couldn't find anything locally.  I found this on Amazon and thought I would give it a try.  Since I bought this, he has had a Hagen Das bar in a dish every night and put this raspberry syrup on it.  He says it tastes real good and I do believe him as I keep going to the grocery store buying ice cream.  Only drawback is these are large bottles and four of them will last quite awhile.  Hopefully with the warm weather coming up I can mix it in drinks to try otherwise four bottles will last me a few years.",0.94
